text,label
['slayyyyyyy'],3
['crowing booty bitches is a unspoilt vocal'],2
['dim girls'],2
['they seem like a duo from a modern day horror movie that would acquire killed'],3
['thank you that be hilarious the black valet looks like a deer caught in headlights'],2
['john lackland ciullo you stupid'],2
['abominable'],1
['slayy'],3
['racialist'],2
['dante alighieri aru fingerbreadth work out good 🤷 🏽 \u200d ♀ ️'],1
nobody realized that that’s aliyah herself,0
['monkeys in america'],2
autists,2
['fuck you squawk'],3
['keep killing information technology'],3
['nigga you represent a fn capricorn 🐐 i love you man'],2
['are you crazy jerky'],2
['niggoth'],2
['black girl that dress like this is loved by pine tree state dearly … if my personality was an outfit 😂 🔥 ❤ ️'],2
['their fucking corny stfu'],2
['blake thomas hunt morgan simpel 🤣'],2
['black piece'],2
['single testament kick you'],3
['and atomic number 2 pities the chump that ask him stunned questions 🤣'],1
['ain ’ t no way mass be okay with this 💀 “ making love is love ” yes merely information technology think men and women that ’ s real erotic love bitches'],2
[],2
['are you mad'],1
omg i love it,0
['the picture is completely justified disastrous person who recorded cutted scene on which black adult female attacked her and now white woman the victim be trying to self defense while exist drunk media lies to u about racism easily you people need to lead closer eye look whites are minorities in usa and black community will be ruling this world using discrimination card i hope our club wont wake up when its too late'],1
aweful looking,0
['blame the rappers sleuth dog cost to charge boycott him'],2
mental disorders type ahh fits,1
['bitches expect same some urbz off sims in the metropolis'],2
['you are look like a as hoe'],2
['homo'],2
['thats nonpareil destroyed crapper'],3
['unity love the fact that bella and gigi didnt army of the pure yolandas behaviour ruin their sisterhood ❤ ️'],3
"[""a backwood land lambert hate islam all round people should be allowed to be together make pine tree state laugh you dispense marry a child to an older gentleman's gentleman not right is information technology""]",3
damn he was in demon mode,0
his hand placements too ,0
['you simply the goat 👑 ❤ ️ ❤ ️ 🔥'],2
['iodin ’ mebibyte scared now'],3
['helium killed it'],3
['again wherefore im still keep an eye on these videos represent like now minutes of how to destroy things for useless purposes 🤦 🏻 \u200d ♀ ️ 😔'],3
['only information technology is cringe so like ye'],1
['ok bastard 🤟 🤟 🤟 🤟'],2
['i love you fuck the haters youre a true brainchild to me your songfulness is phenomenal your strength is admirable i toilet associate so much to your struggle i just desire you to know i would be your good friend and hypewoman if youd let me youve gravel a lifer here daxfanforever'],3
cringe niggas,1
['they are looking mad blackened'],2
['dax you the real fucking raft bro 🔥 ♥ ️'],2
therealkojakgrey ur too big to be caring at all what theyre doing,0
['i ’ m frighten away at once'],3
['those have to exist the most pestiferous bitches of all time in person'],2
imvu ppl irl,0
['what is points of this dumb donkey 🐴 video 🤮 nauseate non in truth like'],2
['bro single look cringe videos 😢 but this is not cringe this be extra super super super tiptop super ace cringe'],1
['wtf no single helped her iodin would t body of work at a gym 1 bear to be buzz into or is that how all gyms are today sorry this encounter to you'],1
['wherefore do i cringe at this'],1
['dont shout have her have him u dogged a bullet because the way she get him comprise the same way she gone lax him let him live on find individual whos gone really love uracil'],2
['damn inglorious girls 😮 \u200d 💨 😮 \u200d 💨'],2
['her story kinda reminds me of kylie jenner and a liiiiittle bit of khloe kardashian i know they both kylie and khloe are more social media comments and comparassion with their sisters but kris jenner always showed more support for kendall being a model when kylie wanted it too there is an episode of kuwtk where kendall shows her mom a book of pics for being a manakin i dont know how to say it in eng bc my lenguage is spanish but its like an album of pictures of the model for the agencies and kris was really well chosen and corroborate her but then kylie does the same and shows it to her mom andwell i think she did not even saw it and then khloe she always was described as the ugly sister and her mom always preffered kim over everyone of her fry but well you know there be an age opening between the kardashians and the edward jenner and we all know what happened next surgery surgery and more surgery they all got surgery but it is not that huge change for the rest or at least not all at the same time if you think about that social media and mothers of the kardashianjenner and the hadids literally killed their self image so sad'],3
